Age,Gender,Weight (kg),Daily Water Intake (liters),Physical Activity Level,Weather,Hydration Level
29,Female,98,3.8,High,Cold,Good
35,Female,54,1.75,Low,Cold,Good
42,Male,91,3.19,High,Cold,Good
49,Male,95,2.87,Low,Normal,Good
30,Female,100,3.41,Low,Normal,Good
33,Female,77,3.2,Moderate,Normal,Good
43,Female,57,2.45,Low,Hot,Good
50,Male,59,2.57,High,Normal,Good
22,Male,77,2.7,Low,Hot,Good
63,Male,68,2.23,High,Cold,Good
20,Female,94,3.31,Moderate,Normal,Good
34,Male,64,2.43,High,Cold,Good
52,Female,94,3.05,High,Cold,Good
20,Male,54,2.11,Low,Hot,Good
58,Female,84,2.4,Moderate,Cold,Poor
33,Female,68,2.91,Moderate,Normal,Good
27,Male,55,3.12,High,Hot,Good
20,Female,82,2.54,Low,Cold,Good
40,Female,63,2.55,Moderate,Cold,Good
30,Male,80,2.72,High,Cold,Good
42,Male,64,2.66,Low,Hot,Good
20,Male,81,3.14,Low,Hot,Good
35,Male,90,3.77,High,Cold,Good
26,Male,101,2.77,Moderate,Cold,Poor
50,Male,80,3.63,Moderate,Hot,Good
35,Male,61,2.12,Moderate,Cold,Good
41,Male,66,3.01,High,Normal,Good
18,Female,74,2.53,Low,Normal,Good
63,Female,79,2.72,Low,Hot,Good
23,Male,55,1.5,Low,Cold,Poor
39,Male,78,2.52,Moderate,Cold,Good
31,Male,64,2.27,Moderate,Normal,Good
34,Male,61,2.09,Moderate,Cold,Good
28,Male,106,3.52,Low,Hot,Good
25,Male,63,2.44,High,Normal,Good
50,Male,86,3.32,Moderate,Hot,Good
66,Male,73,1.63,Low,Cold,Poor
52,Male,69,2.0,Low,Hot,Poor
66,Female,106,4.02,Low,Hot,Good
27,Female,45,1.98,Low,Hot,Good
63,Female,63,3.02,High,Normal,Good
49,Female,98,4.04,High,Normal,Good
39,Female,109,3.03,Moderate,Cold,Poor
52,Male,93,4.22,High,Hot,Good
46,Female,50,2.75,High,Hot,Good
44,Female,56,1.5,Moderate,Cold,Poor
33,Male,96,2.64,Moderate,Cold,Poor
69,Female,70,2.11,High,Cold,Good
25,Female,71,2.31,Low,Cold,Good
24,Female,98,3.44,Low,Normal,Good
38,Male,93,2.28,Low,Cold,Poor
40,Female,78,3.03,High,Cold,Good
43,Female,96,4.23,High,Hot,Good
34,Female,81,3.48,High,Cold,Good
19,Female,55,1.5,Low,Normal,Poor
34,Female,89,2.88,Moderate,Cold,Good
67,Female,105,4.92,High,Hot,Good
36,Male,48,2.85,High,Hot,Good
38,Male,58,2.3,Low,Hot,Good
68,Male,55,1.86,High,Normal,Good
31,Female,51,1.5,Low,Cold,Poor
57,Female,69,1.68,Moderate,Cold,Poor
59,Female,88,2.98,Low,Hot,Good
45,Male,104,3.42,Low,Normal,Good
38,Female,93,3.74,Moderate,Hot,Good
38,Female,105,3.9,Moderate,Normal,Good
26,Female,46,1.5,Low,Cold,Good
27,Male,79,3.83,High,Normal,Good
65,Female,102,4.0,High,Normal,Good
59,Male,100,2.43,Low,Cold,Poor
54,Male,66,3.81,High,Hot,Good
18,Male,65,1.5,Low,Cold,Poor
49,Male,65,2.73,Low,Hot,Good
36,Male,58,3.66,High,Hot,Good
37,Male,76,2.77,High,Cold,Good
69,Male,109,2.63,Low,Normal,Poor
54,Male,102,3.69,Moderate,Normal,Good
48,Male,54,2.59,High,Normal,Good
64,Male,54,2.79,High,Normal,Good
21,Female,66,2.27,Low,Normal,Good
32,Female,88,2.35,Moderate,Cold,Poor
41,Female,90,3.01,Moderate,Normal,Good
23,Male,82,3.41,Moderate,Normal,Good
19,Male,91,3.08,Moderate,Normal,Good
33,Female,56,1.69,Low,Normal,Good
28,Female,52,1.5,Moderate,Cold,Poor
49,Male,83,2.06,Low,Cold,Poor
45,Male,88,2.65,Moderate,Cold,Good
52,Male,95,3.48,Low,Hot,Good
46,Female,80,2.55,Low,Cold,Good
57,Male,104,4.28,High,Normal,Good
67,Male,99,3.31,Moderate,Normal,Good
22,Female,71,3.56,High,Normal,Good
26,Female,79,3.46,Moderate,Hot,Good
61,Female,90,2.9,Low,Hot,Good
21,Female,97,2.95,Low,Normal,Good
28,Female,94,3.62,High,Normal,Good
40,Female,57,1.86,Moderate,Cold,Good
27,Male,49,1.83,Low,Hot,Good
42,Male,64,2.23,Moderate,Normal,Good
28,Female,81,3.06,Moderate,Cold,Good
22,Female,77,3.61,Moderate,Hot,Good
25,Male,50,3.19,Moderate,Hot,Good
65,Male,53,2.11,Low,Hot,Good
22,Female,70,2.52,Low,Normal,Good
56,Male,79,1.91,Moderate,Cold,Poor
33,Female,65,2.97,Low,Hot,Good
33,Male,98,4.72,High,Hot,Good
56,Male,66,2.31,High,Cold,Good
27,Female,91,4.66,High,Hot,Good
51,Female,92,4.57,High,Hot,Good
38,Male,59,2.5,Moderate,Normal,Good
62,Male,63,1.68,Low,Cold,Poor
57,Male,93,3.36,Low,Hot,Good
45,Male,68,1.56,Low,Cold,Poor
58,Female,67,1.5,Low,Cold,Poor
67,Female,83,2.37,Moderate,Normal,Poor
50,Male,55,2.44,Low,Hot,Good
42,Male,78,3.5,Moderate,Hot,Good
68,Female,60,2.45,Moderate,Hot,Good
49,Female,106,3.07,Low,Cold,Poor
46,Female,86,1.82,Low,Cold,Poor
26,Female,62,2.38,High,Cold,Good
34,Male,99,4.55,Moderate,Hot,Good
38,Female,45,1.52,Low,Cold,Good
63,Female,77,3.39,Moderate,Hot,Good
56,Male,89,3.73,High,Normal,Good
37,Female,78,3.77,High,Normal,Good
31,Female,74,3.29,Low,Hot,Good
31,Male,89,3.34,Moderate,Cold,Good
55,Female,91,4.09,Moderate,Hot,Good
41,Female,73,2.8,High,Normal,Good
37,Female,64,3.0,Moderate,Hot,Good
40,Male,69,2.63,Low,Hot,Good
50,Female,75,3.26,Low,Hot,Good
32,Male,45,1.78,High,Cold,Good
38,Male,103,2.32,Low,Cold,Poor
20,Female,59,2.01,Low,Hot,Good
67,Female,104,3.04,Low,Normal,Poor
69,Female,52,2.57,Moderate,Hot,Good
47,Female,54,1.53,Moderate,Cold,Poor
59,Female,91,3.85,High,Hot,Good
49,Female,76,2.33,Low,Normal,Good
26,Male,69,1.89,Low,Cold,Poor
33,Male,93,3.05,Low,Normal,Good
55,Male,49,1.5,Low,Normal,Good
25,Male,77,1.74,Low,Cold,Poor
69,Female,76,3.74,High,Hot,Good
44,Female,64,2.02,Low,Normal,Good
31,Male,50,3.12,Moderate,Hot,Good
46,Female,83,3.32,Moderate,Normal,Good
49,Male,95,3.24,High,Cold,Good
45,Female,76,2.14,Low,Normal,Poor
20,Male,106,4.62,High,Hot,Good
23,Female,65,1.58,Low,Normal,Poor
31,Female,66,2.18,Moderate,Cold,Good
58,Male,76,2.15,Low,Cold,Poor
47,Female,98,4.39,Moderate,Hot,Good
38,Female,87,4.27,Moderate,Hot,Good
34,Male,83,2.11,Low,Normal,Poor
62,Male,90,3.39,Moderate,Hot,Good
30,Male,96,4.22,High,Hot,Good
22,Female,87,2.6,Low,Cold,Poor
61,Female,88,2.87,High,Cold,Good
21,Female,88,3.9,Moderate,Hot,Good
30,Female,87,3.39,High,Cold,Good
60,Female,63,1.93,Low,Hot,Good
18,Male,69,3.61,Moderate,Hot,Good
40,Female,102,3.14,Moderate,Cold,Good
58,Male,84,3.12,High,Normal,Good
63,Female,54,2.4,High,Normal,Good
18,Male,56,2.03,High,Cold,Good
68,Female,61,1.88,Moderate,Cold,Good
55,Male,50,1.5,Low,Normal,Good
27,Male,54,2.12,Moderate,Cold,Good
34,Male,97,3.82,Low,Hot,Good
20,Female,64,1.5,Low,Cold,Poor
32,Female,47,2.63,High,Normal,Good
28,Male,91,2.74,Moderate,Normal,Good
61,Male,57,2.42,Moderate,Hot,Good
39,Female,82,3.79,Moderate,Hot,Good
40,Female,109,3.95,Moderate,Cold,Good
63,Male,48,1.95,High,Cold,Good
46,Female,88,4.33,High,Hot,Good
32,Female,97,3.17,Moderate,Normal,Good
64,Male,51,2.91,High,Hot,Good
21,Male,45,2.03,High,Cold,Good
40,Female,87,1.96,Low,Cold,Poor
35,Male,106,3.61,High,Cold,Good
33,Female,45,1.67,Moderate,Normal,Good
40,Male,65,3.02,High,Cold,Good
48,Male,82,3.66,Moderate,Hot,Good
44,Male,83,3.26,High,Normal,Good
30,Male,51,1.5,Low,Normal,Poor
64,Female,76,3.2,High,Normal,Good
57,Female,59,1.83,High,Cold,Good
38,Female,56,3.12,Moderate,Hot,Good
57,Male,86,4.4,High,Hot,Good
19,Male,73,1.99,Moderate,Cold,Poor
65,Female,73,4.07,High,Hot,Good
24,Male,74,2.14,Low,Normal,Poor
45,Female,100,3.32,Moderate,Cold,Good
59,Female,48,2.13,High,Cold,Good
63,Female,46,1.5,Low,Normal,Good
61,Female,103,3.49,High,Normal,Good
39,Female,91,3.54,High,Normal,Good
46,Male,93,3.97,High,Normal,Good
64,Male,95,2.07,Low,Cold,Poor
20,Female,46,1.5,Moderate,Cold,Good
31,Female,87,3.68,Moderate,Hot,Good
29,Female,67,3.12,Moderate,Hot,Good
19,Male,51,3.21,Moderate,Hot,Good
48,Female,67,2.66,Moderate,Normal,Good
42,Male,79,2.82,Low,Normal,Good
24,Male,76,2.98,Low,Hot,Good
42,Female,46,3.47,High,Hot,Good
26,Male,95,2.13,Low,Cold,Poor
49,Female,76,4.0,High,Hot,Good
38,Male,64,3.0,Low,Hot,Good
24,Female,53,2.23,Moderate,Cold,Good
36,Male,104,2.34,Low,Cold,Poor
22,Female,89,3.44,Moderate,Normal,Good
18,Male,70,2.73,Moderate,Cold,Good
35,Male,103,2.29,Low,Cold,Poor
29,Male,76,3.84,Moderate,Hot,Good
34,Female,99,3.65,Low,Hot,Good
52,Male,50,1.5,Moderate,Cold,Good
69,Male,53,2.86,High,Hot,Good
33,Female,50,3.06,High,Hot,Good
20,Male,88,2.48,Low,Normal,Poor
31,Male,53,2.14,High,Cold,Good
69,Female,101,4.27,High,Hot,Good
24,Female,64,2.53,High,Normal,Good
23,Male,95,2.98,Low,Cold,Good
24,Male,69,2.46,Moderate,Normal,Good
42,Male,102,4.0,High,Cold,Good
48,Male,82,4.02,High,Hot,Good
63,Female,56,2.43,Moderate,Hot,Good
37,Male,103,3.76,Moderate,Cold,Good
18,Female,104,3.18,Low,Normal,Good
34,Female,89,4.19,Moderate,Hot,Good
62,Male,102,4.36,High,Hot,Good
47,Female,67,3.19,High,Cold,Good
46,Male,52,1.89,Moderate,Cold,Good
34,Female,69,2.98,High,Cold,Good
69,Male,60,2.3,Low,Hot,Good
25,Female,51,3.04,High,Hot,Good
25,Female,47,2.18,Low,Hot,Good
53,Male,74,2.73,Low,Hot,Good
21,Male,102,4.17,High,Normal,Good
48,Male,86,2.09,Low,Cold,Poor
22,Male,53,2.04,Low,Hot,Good
68,Male,53,1.5,Moderate,Cold,Poor
32,Male,106,3.78,Moderate,Normal,Good
68,Female,104,3.73,Moderate,Hot,Good
59,Male,85,2.38,Moderate,Normal,Poor
58,Male,69,2.44,Low,Hot,Good
40,Male,53,1.5,Low,Normal,Poor
58,Female,67,1.93,Moderate,Normal,Poor
62,Male,109,4.69,High,Hot,Good
65,Male,88,2.21,Low,Cold,Poor
19,Male,106,4.99,High,Hot,Good
29,Female,96,2.83,Low,Normal,Poor
53,Male,79,2.39,Low,Normal,Good
20,Male,48,1.5,Low,Normal,Good
24,Female,64,2.41,Moderate,Normal,Good
20,Male,71,3.33,High,Hot,Good
35,Male,73,3.07,Low,Hot,Good
53,Male,47,1.5,Low,Cold,Good
27,Male,45,1.99,High,Normal,Good
65,Male,62,2.48,High,Normal,Good
65,Female,59,1.5,Low,Normal,Poor
21,Female,63,3.56,Moderate,Hot,Good
30,Female,55,2.25,High,Cold,Good
28,Male,98,3.21,Moderate,Cold,Good
59,Male,48,1.88,Moderate,Hot,Good
66,Female,98,3.67,High,Normal,Good
54,Female,64,2.87,Moderate,Hot,Good
57,Male,67,3.05,High,Normal,Good
49,Female,68,2.85,Low,Hot,Good
68,Female,102,2.49,Low,Normal,Poor
49,Male,98,3.5,Moderate,Cold,Good
65,Male,93,2.74,Low,Normal,Poor
28,Female,63,2.61,High,Cold,Good
54,Female,98,3.04,Moderate,Normal,Good
35,Female,76,2.14,Low,Cold,Poor
69,Female,100,2.75,Moderate,Normal,Poor
28,Female,47,2.03,Moderate,Cold,Good
33,Female,88,3.98,Moderate,Hot,Good
41,Female,91,3.3,Low,Hot,Good
29,Male,86,3.72,High,Cold,Good
57,Female,59,3.49,High,Hot,Good
62,Female,101,3.34,Moderate,Cold,Good
32,Female,56,3.33,Moderate,Hot,Good
52,Male,69,2.39,Moderate,Cold,Good
35,Female,79,2.68,Low,Hot,Good
43,Female,82,3.35,Moderate,Normal,Good
34,Male,103,3.81,Moderate,Normal,Good
41,Male,94,3.59,Low,Hot,Good
23,Female,48,2.1,High,Normal,Good
21,Female,53,1.83,Low,Hot,Good
60,Male,73,2.26,Moderate,Normal,Good
59,Male,80,3.45,High,Normal,Good
58,Female,89,2.99,High,Normal,Good
52,Male,50,1.83,High,Cold,Good
53,Female,60,1.5,Low,Cold,Poor
39,Male,107,3.86,High,Cold,Good
60,Female,63,2.51,High,Normal,Good
54,Male,62,3.69,High,Hot,Good
67,Female,61,2.63,Low,Hot,Good
37,Male,99,2.75,Low,Normal,Poor
30,Female,84,2.92,High,Cold,Good
20,Female,83,3.61,Low,Hot,Good
19,Male,50,1.91,Moderate,Cold,Good
64,Male,87,2.01,Low,Cold,Poor
67,Male,84,2.24,Moderate,Normal,Poor
31,Female,46,2.13,High,Normal,Good
35,Male,45,1.61,Low,Hot,Good
56,Male,92,3.77,High,Normal,Good
39,Male,64,3.35,High,Hot,Good
60,Male,100,3.53,Low,Hot,Good
60,Male,65,3.53,High,Hot,Good
68,Male,60,2.55,High,Cold,Good
69,Female,52,1.5,Moderate,Cold,Poor
63,Female,99,3.89,High,Normal,Good
35,Female,102,2.88,Moderate,Cold,Poor
64,Female,74,1.84,Low,Normal,Poor
48,Female,85,2.75,Moderate,Cold,Good
26,Female,105,5.26,High,Hot,Good
59,Female,70,2.46,Low,Hot,Good
50,Female,89,4.0,High,Normal,Good
41,Female,89,2.43,Low,Normal,Poor
68,Female,52,2.45,Moderate,Hot,Good
60,Female,95,3.51,Moderate,Hot,Good
64,Female,93,2.23,Low,Normal,Poor
51,Male,76,2.11,Low,Normal,Poor
42,Male,63,3.28,High,Hot,Good
33,Male,60,3.26,High,Hot,Good
21,Female,93,3.77,Low,Hot,Good
68,Female,49,1.57,Low,Hot,Good
63,Male,99,1.9,Low,Cold,Poor
34,Male,56,2.54,High,Normal,Good
69,Female,60,2.75,High,Hot,Good
35,Male,66,1.96,Low,Cold,Poor
48,Female,87,3.79,Moderate,Hot,Good
38,Female,52,2.55,High,Normal,Good
53,Female,50,1.66,Moderate,Cold,Good
62,Female,91,4.39,High,Hot,Good
45,Male,67,2.42,Moderate,Normal,Good
28,Male,106,3.75,Moderate,Cold,Good
49,Female,101,5.19,High,Hot,Good
23,Male,109,3.66,High,Cold,Good
48,Female,61,3.22,High,Normal,Good
52,Female,46,1.81,High,Normal,Good
54,Female,54,1.75,Moderate,Cold,Good
63,Male,49,2.14,Moderate,Normal,Good
55,Male,71,2.14,Low,Normal,Good
25,Female,75,3.6,Moderate,Hot,Good
52,Male,65,1.82,Low,Normal,Poor
53,Male,103,3.99,High,Normal,Good
47,Male,102,4.52,Moderate,Hot,Good
61,Male,64,1.84,Moderate,Normal,Poor
22,Male,54,3.08,High,Hot,Good
58,Male,45,1.5,Low,Cold,Good
31,Male,69,2.26,Low,Normal,Good
33,Male,76,2.33,Moderate,Normal,Good
37,Male,104,3.27,Moderate,Normal,Good
48,Male,63,3.01,Moderate,Hot,Good
47,Male,91,3.72,High,Normal,Good
35,Female,65,3.48,High,Hot,Good
56,Male,86,3.37,Low,Hot,Good
68,Male,87,3.78,Moderate,Hot,Good
50,Female,77,2.33,Low,Normal,Good
58,Female,80,3.6,Moderate,Hot,Good
39,Female,91,3.33,Moderate,Cold,Good
40,Male,68,2.26,Low,Hot,Good
41,Female,60,3.59,High,Hot,Good
54,Male,57,2.58,High,Cold,Good
29,Female,103,3.76,High,Normal,Good
56,Female,93,3.15,Low,Hot,Good
63,Female,53,2.13,High,Normal,Good
65,Male,85,3.16,Moderate,Hot,Good
53,Male,76,2.87,Moderate,Hot,Good
59,Male,46,1.5,Moderate,Cold,Good
47,Female,107,3.19,Low,Normal,Poor
49,Female,58,1.8,Low,Cold,Good
52,Male,96,2.87,Low,Normal,Poor
55,Female,78,2.9,High,Cold,Good
65,Male,97,2.42,Low,Normal,Poor
33,Female,84,2.57,Moderate,Normal,Good
40,Female,92,2.25,Low,Cold,Poor
63,Female,66,2.65,High,Normal,Good
57,Male,74,3.72,High,Hot,Good
59,Female,86,3.87,Moderate,Hot,Good
35,Female,97,3.16,High,Cold,Good
18,Male,71,2.56,Moderate,Normal,Good
58,Male,102,3.74,High,Cold,Good
49,Female,82,4.43,High,Hot,Good
19,Female,89,3.24,High,Cold,Good
37,Female,80,4.36,High,Hot,Good
39,Female,104,4.03,Low,Hot,Good
62,Female,66,3.46,High,Hot,Good
48,Female,55,2.01,Low,Normal,Good
52,Male,67,1.5,Low,Cold,Poor
61,Male,60,2.97,High,Hot,Good
42,Male,63,1.58,Low,Cold,Poor
67,Female,87,3.42,High,Normal,Good
38,Female,62,3.1,High,Normal,Good
31,Female,108,4.61,High,Normal,Good
19,Female,50,1.5,Low,Cold,Good
42,Female,94,2.11,Low,Cold,Poor
45,Male,46,3.01,High,Hot,Good
41,Male,106,4.17,Low,Hot,Good
55,Male,106,3.43,High,Cold,Good
68,Female,96,4.15,Moderate,Hot,Good
27,Male,107,2.65,Low,Cold,Poor
66,Female,98,4.0,Moderate,Hot,Good
65,Male,82,3.63,High,Hot,Good
25,Male,50,1.5,Low,Normal,Good
22,Female,50,1.5,Low,Cold,Good
55,Female,101,2.43,Low,Cold,Poor
62,Female,108,4.75,High,Hot,Good
31,Male,108,4.94,High,Hot,Good
36,Female,83,3.34,Moderate,Normal,Good
52,Male,104,3.28,High,Cold,Good
49,Male,80,3.3,Moderate,Normal,Good
24,Female,90,3.64,High,Normal,Good
31,Male,89,3.93,High,Normal,Good
67,Female,109,3.41,Low,Normal,Good
40,Female,103,4.57,High,Normal,Good
27,Male,98,3.54,Low,Hot,Good
42,Male,70,2.55,Low,Hot,Good
30,Female,98,4.3,High,Normal,Good
21,Female,97,3.18,Moderate,Cold,Good
23,Female,99,4.25,Moderate,Hot,Good
63,Female,62,1.5,Moderate,Cold,Poor
50,Female,47,2.38,Low,Hot,Good
35,Male,52,2.3,Moderate,Hot,Good
39,Female,72,2.28,Moderate,Normal,Good
52,Male,70,2.63,Low,Hot,Good
47,Male,93,3.61,Moderate,Normal,Good
26,Female,71,2.99,Low,Hot,Good
25,Male,93,3.87,Moderate,Hot,Good
57,Female,63,2.07,Moderate,Cold,Good
62,Male,66,1.5,Moderate,Cold,Poor
20,Male,53,2.09,Moderate,Normal,Good
32,Female,48,1.81,Moderate,Cold,Good
26,Male,79,1.73,Low,Cold,Poor
68,Male,69,1.66,Low,Normal,Poor
69,Female,61,2.34,Moderate,Hot,Good
22,Male,107,4.82,Moderate,Hot,Good
43,Male,63,1.79,Low,Cold,Poor
62,Male,77,2.51,High,Cold,Good
60,Female,70,2.66,High,Cold,Good
52,Female,97,3.66,Moderate,Hot,Good
58,Male,61,1.96,Low,Normal,Good
19,Female,55,2.48,Moderate,Normal,Good
20,Male,90,3.67,Low,Hot,Good
40,Male,61,1.96,Moderate,Normal,Good
60,Male,76,2.03,Moderate,Cold,Poor
51,Female,60,2.87,Moderate,Hot,Good
31,Male,89,3.64,High,Cold,Good
50,Male,89,4.49,High,Hot,Good
58,Male,95,2.12,Low,Cold,Poor
40,Male,67,2.57,High,Normal,Good
56,Female,49,1.5,Moderate,Cold,Good
43,Male,65,2.62,Moderate,Cold,Good
37,Female,68,2.33,High,Cold,Good
25,Male,101,3.27,Moderate,Cold,Good
24,Female,107,4.04,High,Normal,Good
43,Male,63,3.26,High,Normal,Good
30,Female,89,4.32,Moderate,Hot,Good
38,Male,86,2.65,Moderate,Normal,Good
61,Female,86,2.75,Low,Normal,Good
54,Male,47,1.88,Low,Hot,Good
59,Female,53,1.5,Moderate,Cold,Poor
24,Female,86,4.01,High,Hot,Good
38,Female,100,3.26,High,Cold,Good
35,Male,83,3.11,High,Cold,Good
45,Male,100,3.37,Moderate,Normal,Good
37,Male,51,2.29,Moderate,Normal,Good
47,Male,106,3.11,Low,Normal,Poor
38,Female,109,2.83,Low,Cold,Poor
30,Male,51,1.57,Moderate,Cold,Good
23,Male,78,2.15,Low,Cold,Poor
55,Male,52,1.96,High,Cold,Good
28,Female,94,3.56,Low,Hot,Good
63,Male,59,2.9,High,Normal,Good
32,Female,89,3.87,High,Cold,Good
31,Female,89,2.94,Low,Hot,Good
46,Female,56,1.89,Low,Hot,Good
37,Female,81,2.54,Moderate,Normal,Good
29,Female,82,2.93,Moderate,Cold,Good
35,Female,86,2.73,Low,Normal,Good
46,Male,95,4.81,High,Hot,Good
54,Male,58,2.23,Low,Hot,Good
62,Female,96,2.48,Low,Normal,Poor
43,Female,91,4.02,High,Normal,Good
20,Female,46,3.4,High,Hot,Good
47,Male,81,2.6,Low,Normal,Good
26,Female,52,1.82,Low,Hot,Good
34,Female,68,1.5,Low,Cold,Poor
31,Female,98,3.27,Low,Normal,Good
66,Female,83,2.47,High,Cold,Poor
44,Male,78,2.03,Low,Normal,Poor
36,Female,50,1.5,Low,Cold,Good
29,Male,59,2.21,Moderate,Cold,Good
56,Male,108,3.81,High,Normal,Good
53,Female,45,2.17,Moderate,Hot,Good
18,Male,49,1.94,Moderate,Normal,Good
27,Female,46,1.93,Moderate,Normal,Good
46,Male,100,3.92,High,Cold,Good
64,Female,96,4.4,High,Hot,Good
24,Male,67,3.91,High,Hot,Good
34,Male,92,2.66,Low,Normal,Poor
22,Female,106,3.31,Low,Normal,Good
28,Female,71,2.49,Moderate,Cold,Good
35,Female,105,4.72,High,Hot,Good
60,Female,93,2.45,Low,Normal,Poor
68,Male,96,3.38,High,Normal,Good
60,Male,102,3.18,High,Cold,Good
68,Female,73,2.87,Moderate,Hot,Good
45,Male,94,3.06,Low,Hot,Good
36,Female,56,1.75,Moderate,Cold,Good
29,Female,68,2.98,Moderate,Hot,Good
33,Male,65,3.14,High,Normal,Good
43,Female,79,3.94,High,Hot,Good
33,Male,102,4.66,Moderate,Hot,Good
46,Female,53,2.15,High,Cold,Good
25,Female,46,2.1,High,Normal,Good
64,Male,62,1.5,Moderate,Cold,Poor
24,Female,67,4.15,High,Hot,Good
65,Female,93,1.9,Low,Cold,Poor
57,Female,72,2.65,High,Normal,Good
28,Male,99,3.41,High,Cold,Good
51,Male,65,2.47,High,Normal,Good
22,Female,53,1.5,Low,Normal,Poor
35,Male,56,2.59,Moderate,Normal,Good
33,Female,81,3.88,High,Normal,Good
32,Female,69,3.33,High,Normal,Good
62,Female,86,4.3,High,Hot,Good
24,Female,91,2.98,High,Cold,Good
67,Female,77,2.28,Low,Normal,Poor
36,Female,73,3.47,Moderate,Hot,Good
21,Female,81,3.54,Low,Hot,Good
45,Female,54,1.5,Low,Normal,Poor
19,Female,47,2.54,Low,Hot,Good
52,Female,68,3.12,High,Normal,Good
69,Male,78,2.35,Moderate,Normal,Good
47,Male,69,3.18,High,Cold,Good
54,Male,108,3.01,Low,Normal,Poor
58,Male,95,3.0,Low,Hot,Good
58,Male,105,3.51,Moderate,Normal,Good
64,Male,72,1.75,Moderate,Cold,Poor
22,Female,70,4.0,High,Hot,Good
40,Female,88,2.01,Low,Cold,Poor
39,Male,64,2.53,High,Cold,Good
35,Male,49,2.34,High,Normal,Good
63,Female,65,1.5,Low,Cold,Poor
26,Female,46,2.66,Moderate,Hot,Good
51,Female,97,2.81,Moderate,Normal,Poor
36,Male,46,2.26,Moderate,Hot,Good
61,Male,98,3.6,High,Cold,Good
25,Female,54,2.11,Low,Normal,Good
55,Female,63,2.31,Low,Hot,Good
68,Female,67,2.94,High,Normal,Good
69,Male,47,1.7,Moderate,Normal,Good
24,Male,93,3.56,Moderate,Hot,Good
33,Male,83,4.54,High,Hot,Good
29,Male,88,3.76,Moderate,Hot,Good
62,Female,55,2.68,Moderate,Hot,Good
42,Female,61,1.5,Low,Cold,Poor
62,Female,99,3.12,Low,Normal,Good
61,Male,97,3.31,Low,Hot,Good
56,Male,46,1.5,Low,Hot,Good
55,Female,76,3.06,Low,Hot,Good
31,Male,85,1.81,Low,Cold,Poor
24,Female,62,2.01,Low,Normal,Good
36,Female,103,3.21,Low,Normal,Good
68,Male,51,1.5,Moderate,Cold,Poor
54,Male,49,1.72,High,Normal,Good
25,Male,99,3.6,Moderate,Cold,Good
45,Female,100,3.79,Moderate,Hot,Good
21,Male,90,3.58,Moderate,Normal,Good
31,Male,77,3.15,High,Cold,Good
35,Male,56,2.61,High,Cold,Good
50,Male,70,2.56,High,Cold,Good
38,Male,66,2.98,High,Cold,Good
58,Female,49,1.57,High,Cold,Good
69,Male,79,3.33,Moderate,Hot,Good
43,Male,70,2.88,Moderate,Normal,Good
22,Female,100,3.28,Moderate,Normal,Good
53,Male,68,1.5,Low,Cold,Poor
22,Male,92,2.89,Moderate,Cold,Good
22,Male,94,2.59,Low,Cold,Poor
27,Female,80,3.33,Low,Hot,Good
44,Female,52,1.5,Low,Normal,Poor
67,Male,50,2.01,Moderate,Hot,Good
34,Female,81,3.22,High,Cold,Good
40,Female,101,3.57,Moderate,Normal,Good
36,Female,71,2.16,Low,Normal,Good
42,Male,65,2.4,Low,Normal,Good
68,Male,79,2.75,High,Cold,Good
67,Female,59,1.67,Moderate,Normal,Poor
21,Female,51,1.54,Moderate,Cold,Good
34,Male,98,3.2,Moderate,Normal,Good
47,Male,89,2.89,Moderate,Normal,Good
36,Male,96,3.86,Moderate,Hot,Good
66,Male,99,3.77,High,Cold,Good
29,Male,47,3.06,Moderate,Hot,Good
55,Female,93,2.34,Low,Cold,Poor
68,Male,89,3.13,Low,Hot,Good
66,Male,68,1.88,Moderate,Cold,Poor
40,Female,72,2.43,Moderate,Normal,Good
20,Male,50,1.72,High,Cold,Good
68,Female,101,2.86,Low,Cold,Poor
54,Male,86,3.03,High,Cold,Good
36,Female,45,3.54,High,Hot,Good
41,Male,92,3.21,Moderate,Normal,Good
67,Male,58,2.58,Moderate,Hot,Good
50,Male,74,2.25,Low,Normal,Good
64,Female,95,3.54,Moderate,Normal,Good
41,Male,107,4.62,High,Normal,Good
51,Male,103,3.2,Low,Normal,Good
39,Female,77,2.41,Moderate,Normal,Good
64,Female,102,2.09,Low,Cold,Poor
56,Female,56,1.5,Low,Cold,Poor
19,Female,72,2.14,Low,Normal,Poor
59,Female,47,1.5,Low,Cold,Good
54,Female,57,1.5,Moderate,Normal,Poor
20,Female,107,3.68,Low,Normal,Good
45,Female,70,2.71,Moderate,Cold,Good
18,Male,105,3.22,Moderate,Normal,Good
18,Male,76,2.73,Moderate,Cold,Good
60,Female,71,3.09,High,Normal,Good
45,Male,96,3.0,Low,Normal,Good
64,Female,76,2.5,High,Normal,Good
48,Male,99,4.11,Low,Hot,Good
69,Male,84,2.33,Moderate,Cold,Poor
48,Female,75,1.98,Moderate,Cold,Poor
56,Male,102,4.2,High,Hot,Good
32,Male,67,2.07,Low,Cold,Good
60,Male,70,1.5,Low,Cold,Poor
21,Female,99,3.34,Low,Hot,Good
54,Female,60,3.02,Moderate,Hot,Good
42,Male,45,2.02,Moderate,Cold,Good
62,Male,50,2.67,High,Hot,Good
36,Female,87,4.63,High,Hot,Good
